,Admin2,Province_State,Lat,Long_
1458,CRISTALANDIA DO PIAUI,PIAUI,-10.6443,-45.1893
1459,CRISTALIA,MINAS GERAIS,-16.715999999999998,-42.8571
1460,CRISTALINA,GOIAS,-16.7676,-47.6131
1461,CRISTIANO OTONI,MINAS GERAIS,-20.8324,-43.8166
1462,CRISTIANOPOLIS,GOIAS,-17.1987,-48.7034
1463,CRISTINA,MINAS GERAIS,-22.208000000000002,-45.2673
1464,CRISTINAPOLIS,SERGIPE,-11.4668,-37.7585
1465,CRISTINO CASTRO,PIAUI,-8.82273,-44.223
1466,CRISTOPOLIS,BAHIA,-12.2249,-44.4214
1467,CRIXAS,GOIAS,-14.5412,-49.974
1468,CRIXAS DO TOCANTINS,TOCANTINS,-11.0994,-48.9152
1469,CROATA,CEARA,-4.4048099999999994,-40.9022
1470,CROMINIA,GOIAS,-17.2883,-49.3798
1471,CRUCILANDIA,MINAS GERAIS,-20.3923,-44.3334
1472,CRUZ,CEARA,-2.91813,-40.176
1473,CRUZ ALTA,RIO GRANDE DO SUL,-28.645,-53.6048
1474,CRUZ DAS ALMAS,BAHIA,-12.6675,-39.1008
1475,CRUZ DO ESPIRITO SANTO,PARAIBA,-7.1390199999999995,-35.0857
1476,CRUZ MACHADO,PARANA,-26.0166,-51.343
1477,CRUZALIA,SAO PAULO,-22.7373,-50.7909
1478,CRUZALTENSE,RIO GRANDE DO SUL,-27.6672,-52.6522
1479,CRUZEIRO,SAO PAULO,-22.5728,-44.968999999999994
1480,CRUZEIRO DA FORTALEZA,MINAS GERAIS,-18.944000000000003,-46.6669
1481,CRUZEIRO DO IGUACU,PARANA,-25.6192,-53.1285
1482,CRUZEIRO DO OESTE,PARANA,-23.7799,-53.0774
1483,CRUZEIRO DO SUL,PARANA,-22.9624,-52.1622
1484,CRUZEIRO DO SUL,RIO GRANDE DO SUL,-29.5148,-51.9928
1485,CRUZEIRO DO SUL,ACRE,-7.627619999999999,-72.6756
1486,CRUZETA,RIO GRANDE DO NORTE,-6.40894,-36.7782
1487,CRUZILIA,MINAS GERAIS,-21.84,-44.8067
1488,CRUZMALTINA,PARANA,-24.0132,-51.4563
1489,CUBATAO,SAO PAULO,-23.8911,-46.424
1490,CUBATI,PARAIBA,-6.866860000000001,-36.3619
1491,CUIABA,MATO GROSSO,-15.600999999999999,-56.0974
1492,CUITE,PARAIBA,-6.47647,-36.1515
1493,CUITE DE MAMANGUAPE,PARAIBA,-6.91292,-35.2502
1494,CUITEGI,PARAIBA,-6.89058,-35.5215
1495,CUJUBIM,RONDONIA,-9.36065,-62.5846
1496,CUMARI,GOIAS,-18.2644,-48.1511
1497,CUMARU,PERNAMBUCO,-8.00827,-35.6957
1498,CUMARU DO NORTE,PARA,-7.810969999999999,-50.7698
1499,CUMBE,SERGIPE,-10.352,-37.1846
1500,CUNHA,SAO PAULO,-23.0731,-44.9576
1501,CUNHA PORA,SANTA CATARINA,-26.895,-53.1662
1502,CUNHATAI,SANTA CATARINA,-26.9709,-53.0895
1503,CUPARAQUE,MINAS GERAIS,-18.9648,-41.0986
1504,CUPIRA,PERNAMBUCO,-8.624319999999999,-35.9518
1505,CURACA,BAHIA,-8.984580000000001,-39.8997
1506,CURIMATA,PIAUI,-10.0326,-44.3002
1507,CURIONOPOLIS,PARA,-6.09965,-49.6068
1508,CURITIBA,PARANA,-25.4195,-49.2646
1509,CURITIBANOS,SANTA CATARINA,-27.2824,-50.5816
1510,CURIUVA,PARANA,-24.0362,-50.4576
1511,CURRAIS,PIAUI,-9.01175,-44.4062
1512,CURRAIS NOVOS,RIO GRANDE DO NORTE,-6.25484,-36.5146
1513,CURRAL DE CIMA,PARAIBA,-6.72325,-35.2639
1514,CURRAL DE DENTRO,MINAS GERAIS,-15.9327,-41.8557
1515,CURRAL NOVO DO PIAUI,PIAUI,-7.8313,-40.8957
1516,CURRAL VELHO,PARAIBA,-7.53075,-38.1962
1517,CURRALINHO,PARA,-1.8117900000000002,-49.7952
1518,CURRALINHOS,PIAUI,-5.60825,-42.8376
1519,CURUA,PARA,-1.88775,-55.1168
1520,CURUCA,PARA,-0.733214,-47.8515
1521,CURURUPU,MARANHAO,-1.81475,-44.8644
1522,CURVELANDIA,MATO GROSSO,-15.6084,-57.9133
1523,CURVELO,MINAS GERAIS,-18.7527,-44.4303
1524,CUSTODIA,PERNAMBUCO,-8.085460000000001,-37.6443
1525,CUTIAS,AMAPA,0.9707610000000001,-50.8005
1526,DAMIANOPOLIS,GOIAS,-14.5604,-46.178000000000004
1527,DAMIAO,PARAIBA,-6.63161,-35.9101
1528,DAMOLANDIA,GOIAS,-16.2544,-49.3631
1529,DARCINOPOLIS,TOCANTINS,-6.715910000000001,-47.7597
1530,DARIO MEIRA,BAHIA,-14.4229,-39.9031
1531,DATAS,MINAS GERAIS,-18.4478,-43.6591
1532,DAVID CANABARRO,RIO GRANDE DO SUL,-28.3849,-51.8482
1533,DAVINOPOLIS,MARANHAO,-5.54637,-47.4217
1534,DAVINOPOLIS,GOIAS,-18.1501,-47.5568
1535,DELFIM MOREIRA,MINAS GERAIS,-22.5036,-45.2792
1536,DELFINOPOLIS,MINAS GERAIS,-20.3468,-46.8456
1537,DELMIRO GOUVEIA,ALAGOAS,-9.38534,-37.9987
1538,DELTA,MINAS GERAIS,-19.9721,-47.7841
1539,DEMERVAL LOBAO,PIAUI,-5.35875,-42.6776
1540,DENISE,MATO GROSSO,-14.7324,-57.0583
1541,DEODAPOLIS,MATO GROSSO DO SUL,-22.2763,-54.1682
1542,DEPUTADO IRAPUAN PINHEIRO,CEARA,-5.91485,-39.257
1543,DERRUBADAS,RIO GRANDE DO SUL,-27.2642,-53.8645
1544,DESCALVADO,SAO PAULO,-21.9002,-47.6181
1545,DESCANSO,SANTA CATARINA,-26.826999999999998,-53.5034
1546,DESCOBERTO,MINAS GERAIS,-21.46,-42.9618
1547,DESTERRO,PARAIBA,-7.287000000000001,-37.0925
1548,DESTERRO DE ENTRE RIOS,MINAS GERAIS,-20.665,-44.3334
1549,DESTERRO DO MELO,MINAS GERAIS,-21.143,-43.5178
1550,DEZESSEIS DE NOVEMBRO,RIO GRANDE DO SUL,-28.219,-55.0617
1551,DIADEMA,SAO PAULO,-23.6813,-46.6205
1552,DIAMANTE,PARAIBA,-7.4173800000000005,-38.2615
1553,DIAMANTE D'OESTE,PARANA,-24.9419,-54.1052
1554,DIAMANTE DO NORTE,PARANA,-22.655,-52.8617
1555,DIAMANTE DO SUL,PARANA,-25.035,-52.6768
1556,DIAMANTINA,MINAS GERAIS,-18.2413,-43.6031
1557,DIAMANTINO,MATO GROSSO,-14.4037,-56.4366
1558,DIANOPOLIS,TOCANTINS,-11.624,-46.8198
1559,DIAS D'AVILA,BAHIA,-12.6187,-38.2926
1560,DILERMANDO DE AGUIAR,RIO GRANDE DO SUL,-29.7054,-54.2122
1561,DIOGO DE VASCONCELOS,MINAS GERAIS,-20.4879,-43.1953
1562,DIONISIO,MINAS GERAIS,-19.8433,-42.7701
1563,DIONISIO CERQUEIRA,SANTA CATARINA,-26.2648,-53.6351
1564,DIORAMA,GOIAS,-16.2329,-51.2543
1565,DIRCE REIS,SAO PAULO,-20.4642,-50.6073
1566,DIRCEU ARCOVERDE,PIAUI,-9.33939,-42.4348
1567,DIVINA PASTORA,SERGIPE,-10.6782,-37.1506
1568,DIVINESIA,MINAS GERAIS,-20.9917,-43.0003
1569,DIVINO,MINAS GERAIS,-20.6134,-42.1438
1570,DIVINO DAS LARANJEIRAS,MINAS GERAIS,-18.7755,-41.4781
1571,DIVINO DE SAO LOURENCO,ESPIRITO SANTO,-20.6229,-41.6937
1572,DIVINOLANDIA,SAO PAULO,-21.6637,-46.7361
1573,DIVINOLANDIA DE MINAS,MINAS GERAIS,-18.8004,-42.6103
1574,DIVINOPOLIS,MINAS GERAIS,-20.1446,-44.8912
1575,DIVINOPOLIS DE GOIAS,GOIAS,-13.2853,-46.3999
1576,DIVINOPOLIS DO TOCANTINS,TOCANTINS,-9.800180000000001,-49.2169
1577,DIVISA ALEGRE,MINAS GERAIS,-15.7221,-41.3463
1578,DIVISA NOVA,MINAS GERAIS,-21.5092,-46.1904
1579,DIVISOPOLIS,MINAS GERAIS,-15.7254,-40.9997
1580,DOBRADA,SAO PAULO,-21.5155,-48.3935
1581,DOIS CORREGOS,SAO PAULO,-22.3673,-48.3819
1582,DOIS IRMAOS,RIO GRANDE DO SUL,-29.5836,-51.0898
1583,DOIS IRMAOS DAS MISSOES,RIO GRANDE DO SUL,-27.6621,-53.5304
1584,DOIS IRMAOS DO BURITI,MATO GROSSO DO SUL,-20.6848,-55.2915
1585,DOIS IRMAOS DO TOCANTINS,TOCANTINS,-9.255339999999999,-49.0638
1586,DOIS LAJEADOS,RIO GRANDE DO SUL,-28.983,-51.8396
1587,DOIS RIACHOS,ALAGOAS,-9.38465,-37.0965
1588,DOIS VIZINHOS,PARANA,-25.7407,-53.056999999999995
1589,DOLCINOPOLIS,SAO PAULO,-20.124000000000002,-50.5149
1590,DOM AQUINO,MATO GROSSO,-15.8099,-54.9223
1591,DOM BASILIO,BAHIA,-13.7565,-41.7677
1592,DOM BOSCO,MINAS GERAIS,-16.652,-46.2597
1593,DOM CAVATI,MINAS GERAIS,-19.3735,-42.1121
1594,DOM ELISEU,PARA,-4.19944,-47.8245
1595,DOM EXPEDITO LOPES,PIAUI,-6.95332,-41.6396
1596,DOM FELICIANO,RIO GRANDE DO SUL,-30.7004,-52.1026
1597,DOM INOCENCIO,PIAUI,-9.00516,-41.9697
1598,DOM JOAQUIM,MINAS GERAIS,-18.961,-43.2544
1599,DOM MACEDO COSTA,BAHIA,-12.9016,-39.1923
1600,DOM PEDRITO,RIO GRANDE DO SUL,-30.9756,-54.6694
1601,DOM PEDRO,MARANHAO,-5.03518,-44.4409
1602,DOM PEDRO DE ALCANTARA,RIO GRANDE DO SUL,-29.3639,-49.853
1603,DOM SILVERIO,MINAS GERAIS,-20.1627,-42.9627
1604,DOM VICOSO,MINAS GERAIS,-22.2511,-45.1643
1605,DOMINGOS MARTINS,ESPIRITO SANTO,-20.3603,-40.6594
1606,DOMINGOS MOURAO,PIAUI,-4.2495,-41.2683
1607,DONA EMMA,SANTA CATARINA,-26.980999999999998,-49.7261
1608,DONA EUSEBIA,MINAS GERAIS,-21.319000000000003,-42.806999999999995
1609,DONA FRANCISCA,RIO GRANDE DO SUL,-29.6195,-53.3617
1610,DONA INES,PARAIBA,-6.615660000000001,-35.6205
1611,DORES DE CAMPOS,MINAS GERAIS,-21.1139,-44.0207
1612,DORES DE GUANHAES,MINAS GERAIS,-19.0516,-42.9254
1613,DORES DO INDAIA,MINAS GERAIS,-19.4628,-45.5927
1614,DORES DO RIO PRETO,ESPIRITO SANTO,-20.6931,-41.8405
1615,DORES DO TURVO,MINAS GERAIS,-20.9785,-43.1834
1616,DORESOPOLIS,MINAS GERAIS,-20.2868,-45.9007
1617,DORMENTES,PERNAMBUCO,-8.44116,-40.7662
1618,DOURADINA,MATO GROSSO DO SUL,-22.0405,-54.6158
1619,DOURADINA,PARANA,-23.3807,-53.2918
1620,DOURADO,SAO PAULO,-22.1044,-48.3178
1621,DOURADOQUARA,MINAS GERAIS,-18.4338,-47.5993
1622,DOURADOS,MATO GROSSO DO SUL,-22.2231,-54.812
1623,DOUTOR CAMARGO,PARANA,-23.5582,-52.2178
1624,DOUTOR MAURICIO CARDOSO,RIO GRANDE DO SUL,-27.5103,-54.3577
1625,DOUTOR PEDRINHO,SANTA CATARINA,-26.7174,-49.4795
1626,DOUTOR RICARDO,RIO GRANDE DO SUL,-29.084,-51.9972
1627,DOUTOR SEVERIANO,RIO GRANDE DO NORTE,-6.08082,-38.3794
1628,DOUTOR ULYSSES,PARANA,-24.5665,-49.4219
1629,DOVERLANDIA,GOIAS,-16.7188,-52.3189
1630,DRACENA,SAO PAULO,-21.4843,-51.535
1631,DUARTINA,SAO PAULO,-22.4146,-49.4084
1632,DUAS BARRAS,RIO DE JANEIRO,-22.0536,-42.5232
1633,DUAS ESTRADAS,PARAIBA,-6.684989999999999,-35.418
1634,DUERE,TOCANTINS,-11.3416,-49.2716
1635,DUMONT,SAO PAULO,-21.2324,-47.9756
1636,DUQUE BACELAR,MARANHAO,-4.15002,-42.9477
1637,DUQUE DE CAXIAS,RIO DE JANEIRO,-22.7858,-43.3049
1638,DURANDE,MINAS GERAIS,-20.2058,-41.7977
1639,ECHAPORA,SAO PAULO,-22.4326,-50.2038
1640,ECOPORANGA,ESPIRITO SANTO,-18.3702,-40.836
1641,EDEALINA,GOIAS,-17.4239,-49.6644
1642,EDEIA,GOIAS,-17.3406,-49.9295
1643,EIRUNEPE,AMAZONAS,-6.65677,-69.8662
1644,ELDORADO,MATO GROSSO DO SUL,-23.7868,-54.2838
1645,ELDORADO,SAO PAULO,-24.5281,-48.1141
1646,ELDORADO DO CARAJAS,PARA,-6.10389,-49.3553
1647,ELDORADO DO SUL,RIO GRANDE DO SUL,-30.0847,-51.6187
1648,ELESBAO VELOSO,PIAUI,-6.19947,-42.1355
1649,ELIAS FAUSTO,SAO PAULO,-23.0428,-47.3682
1650,ELISEU MARTINS,PIAUI,-8.09629,-43.6705
1651,ELISIARIO,SAO PAULO,-21.1678,-49.1146
1652,ELISIO MEDRADO,BAHIA,-12.9417,-39.5191
1653,ELOI MENDES,MINAS GERAIS,-21.6088,-45.5691
1654,EMAS,PARAIBA,-7.099639999999999,-37.7163
1655,EMBAUBA,SAO PAULO,-20.9796,-48.8325
1656,EMBU DAS ARTES,SAO PAULO,-23.6437,-46.8579
1657,EMBU-GUACU,SAO PAULO,-23.8297,-46.8136
1658,EMILIANOPOLIS,SAO PAULO,-21.8314,-51.4832
1659,ENCANTADO,RIO GRANDE DO SUL,-29.2351,-51.8703
1660,ENCANTO,RIO GRANDE DO NORTE,-6.10691,-38.3033
1661,ENCRUZILHADA,BAHIA,-15.5302,-40.9124
1662,ENCRUZILHADA DO SUL,RIO GRANDE DO SUL,-30.543000000000003,-52.5204
1663,ENEAS MARQUES,PARANA,-25.9445,-53.1659
1664,ENGENHEIRO BELTRAO,PARANA,-23.796999999999997,-52.2659
1665,ENGENHEIRO CALDAS,MINAS GERAIS,-19.2065,-42.0503
1666,ENGENHEIRO COELHO,SAO PAULO,-22.4836,-47.211000000000006
1667,ENGENHEIRO NAVARRO,MINAS GERAIS,-17.2831,-43.946999999999996
1668,ENGENHEIRO PAULO DE FRONTIN,RIO DE JANEIRO,-22.5498,-43.6827
1669,ENGENHO VELHO,RIO GRANDE DO SUL,-27.706,-52.9145
1670,ENTRE FOLHAS,MINAS GERAIS,-19.6218,-42.2306
1671,ENTRE RIOS,BAHIA,-11.9392,-38.0871
1672,ENTRE RIOS,SANTA CATARINA,-26.7225,-52.5585
1673,ENTRE RIOS DE MINAS,MINAS GERAIS,-20.6706,-44.0654
1674,ENTRE RIOS DO OESTE,PARANA,-24.7042,-54.2385
1675,ENTRE RIOS DO SUL,RIO GRANDE DO SUL,-27.5298,-52.7347
1676,ENTRE-IJUIS,RIO GRANDE DO SUL,-28.3686,-54.2686
1677,ENVIRA,AMAZONAS,-7.4378899999999994,-70.0281
1678,EPITACIOLANDIA,ACRE,-11.0188,-68.7341
1679,EQUADOR,RIO GRANDE DO NORTE,-6.93835,-36.717
1680,EREBANGO,RIO GRANDE DO SUL,-27.8544,-52.3005
1681,ERECHIM,RIO GRANDE DO SUL,-27.6364,-52.2697
1682,ERERE,CEARA,-6.0275099999999995,-38.3461
1683,ERICO CARDOSO,BAHIA,-13.4215,-42.1352
1684,ERMO,SANTA CATARINA,-28.9869,-49.643
1685,ERNESTINA,RIO GRANDE DO SUL,-28.4977,-52.5836
1686,ERVAL GRANDE,RIO GRANDE DO SUL,-27.3926,-52.574
1687,ERVAL SECO,RIO GRANDE DO SUL,-27.5443,-53.5005
1688,ERVAL VELHO,SANTA CATARINA,-27.2743,-51.443000000000005
1689,ERVALIA,MINAS GERAIS,-20.8403,-42.6544
1690,ESCADA,PERNAMBUCO,-8.35672,-35.2241
1691,ESMERALDA,RIO GRANDE DO SUL,-28.0518,-51.1933
1692,ESMERALDAS,MINAS GERAIS,-19.764,-44.3065
1693,ESPERA FELIZ,MINAS GERAIS,-20.6508,-41.9119
1694,ESPERANCA,PARAIBA,-7.02278,-35.8597
1695,ESPERANCA DO SUL,RIO GRANDE DO SUL,-27.3603,-53.9891
1696,ESPERANCA NOVA,PARANA,-23.7238,-53.81100000000001
1697,ESPERANTINA,TOCANTINS,-5.3659300000000005,-48.5378
1698,ESPERANTINA,PIAUI,-3.8886300000000005,-42.2324
1699,ESPERANTINOPOLIS,MARANHAO,-4.87938,-44.6926
1700,ESPIGAO ALTO DO IGUACU,PARANA,-25.4216,-52.8348
1701,ESPIGAO D'OESTE,RONDONIA,-11.5266,-61.0252
1702,ESPINOSA,MINAS GERAIS,-14.9249,-42.809
1703,ESPIRITO SANTO,RIO GRANDE DO NORTE,-6.33563,-35.3052
1704,ESPIRITO SANTO DO DOURADO,MINAS GERAIS,-22.0454,-45.9548
1705,ESPIRITO SANTO DO PINHAL,SAO PAULO,-22.1909,-46.7477
1706,ESPIRITO SANTO DO TURVO,SAO PAULO,-22.6925,-49.4341
1707,ESPLANADA,BAHIA,-11.7942,-37.9432
1708,ESPUMOSO,RIO GRANDE DO SUL,-28.7286,-52.8461
1709,ESTACAO,RIO GRANDE DO SUL,-27.9135,-52.2635
1710,ESTANCIA,SERGIPE,-11.2659,-37.4484
1711,ESTANCIA VELHA,RIO GRANDE DO SUL,-29.6535,-51.1843
1712,ESTEIO,RIO GRANDE DO SUL,-29.851999999999997,-51.1841
1713,ESTIVA,MINAS GERAIS,-22.4577,-46.0191
1714,ESTIVA GERBI,SAO PAULO,-22.2713,-46.9481
1715,ESTREITO,MARANHAO,-6.56077,-47.4431
1716,ESTRELA,RIO GRANDE DO SUL,-29.5002,-51.9495
1717,ESTRELA D'OESTE,SAO PAULO,-20.2875,-50.4049
1718,ESTRELA DALVA,MINAS GERAIS,-21.7412,-42.4574
1719,ESTRELA DE ALAGOAS,ALAGOAS,-9.390889999999999,-36.7644
1720,ESTRELA DO INDAIA,MINAS GERAIS,-19.5169,-45.7859
1721,ESTRELA DO NORTE,GOIAS,-13.8665,-49.0716
1722,ESTRELA DO NORTE,SAO PAULO,-22.4859,-51.6632
1723,ESTRELA DO SUL,MINAS GERAIS,-18.7399,-47.6956
1724,ESTRELA VELHA,RIO GRANDE DO SUL,-29.1713,-53.1639
1725,EUCLIDES DA CUNHA,BAHIA,-10.5078,-39.0153
1726,EUCLIDES DA CUNHA PAULISTA,SAO PAULO,-22.5545,-52.5928
1727,EUGENIO DE CASTRO,RIO GRANDE DO SUL,-28.5315,-54.1506
1728,EUGENOPOLIS,MINAS GERAIS,-21.1002,-42.1878
1729,EUNAPOLIS,BAHIA,-16.3715,-39.5821
1730,EUSEBIO,CEARA,-3.8925,-38.4559
1731,EWBANK DA CAMARA,MINAS GERAIS,-21.5498,-43.5068
1732,EXTREMA,MINAS GERAIS,-22.854,-46.3178
1733,EXTREMOZ,RIO GRANDE DO NORTE,-5.70143,-35.3048
1734,EXU,PERNAMBUCO,-7.503639999999999,-39.7238
1735,FAGUNDES,PARAIBA,-7.344539999999999,-35.7931
1736,FAGUNDES VARELA,RIO GRANDE DO SUL,-28.8794,-51.7014
1737,FAINA,GOIAS,-15.4473,-50.3622
1738,FAMA,MINAS GERAIS,-21.4089,-45.8286
1739,FARIA LEMOS,MINAS GERAIS,-20.8097,-42.0213
1740,FARIAS BRITO,CEARA,-6.921460000000001,-39.5651
1741,FARO,PARA,-2.16805,-56.7405
1742,FAROL,PARANA,-24.0958,-52.6217
1743,FARROUPILHA,RIO GRANDE DO SUL,-29.2227,-51.3419
1744,FARTURA,SAO PAULO,-23.3916,-49.5124
1745,FARTURA DO PIAUI,PIAUI,-9.483419999999999,-42.7912
1746,FATIMA,TOCANTINS,-10.7603,-48.9076
1747,FATIMA,BAHIA,-10.616,-38.2239
1748,FATIMA DO SUL,MATO GROSSO DO SUL,-22.3789,-54.5131
1749,FAXINAL,PARANA,-24.0077,-51.3227
1750,FAXINAL DO SOTURNO,RIO GRANDE DO SUL,-29.5788,-53.4484
1751,FAXINAL DOS GUEDES,SANTA CATARINA,-26.8451,-52.2596
1752,FAXINALZINHO,RIO GRANDE DO SUL,-27.4238,-52.6789
1753,FAZENDA NOVA,GOIAS,-16.1834,-50.7781
1754,FAZENDA RIO GRANDE,PARANA,-25.6624,-49.3073
1755,FAZENDA VILANOVA,RIO GRANDE DO SUL,-29.5885,-51.8217
1756,FEIJO,ACRE,-8.170539999999999,-70.351
1757,FEIRA DA MATA,BAHIA,-14.2044,-44.2744
1758,FEIRA DE SANTANA,BAHIA,-12.2664,-38.9663
1759,FEIRA GRANDE,ALAGOAS,-9.898589999999999,-36.6815
1760,FEIRA NOVA,PERNAMBUCO,-7.947039999999999,-35.3801
1761,FEIRA NOVA,SERGIPE,-10.2616,-37.3147
1762,FEIRA NOVA DO MARANHAO,MARANHAO,-6.96508,-46.6786
1763,FELICIO DOS SANTOS,MINAS GERAIS,-18.0755,-43.2422
1764,FELIPE GUERRA,RIO GRANDE DO NORTE,-5.59274,-37.6875
1765,FELISBURGO,MINAS GERAIS,-16.6348,-40.7605
1766,FELIXLANDIA,MINAS GERAIS,-18.7507,-44.9004
1767,FELIZ,RIO GRANDE DO SUL,-29.4527,-51.3032
1768,FELIZ DESERTO,ALAGOAS,-10.2935,-36.3028
1769,FELIZ NATAL,MATO GROSSO,-12.385,-54.9227
1770,FENIX,PARANA,-23.9135,-51.9805
1771,FERNANDES PINHEIRO,PARANA,-25.4107,-50.5456
1772,FERNANDES TOURINHO,MINAS GERAIS,-19.1541,-42.0803
1773,FERNANDO DE NORONHA,PERNAMBUCO,-3.8396,-32.4107
1774,FERNANDO FALCAO,MARANHAO,-6.16207,-44.8979
1775,FERNANDO PEDROZA,RIO GRANDE DO NORTE,-5.69096,-36.5282
1776,FERNANDO PRESTES,SAO PAULO,-21.2661,-48.6874
1777,FERNANDOPOLIS,SAO PAULO,-20.2806,-50.2471
1778,FERNAO,SAO PAULO,-22.3607,-49.5187
1779,FERRAZ DE VASCONCELOS,SAO PAULO,-23.5411,-46.371
1780,FERREIRA GOMES,AMAPA,0.8572559999999999,-51.1795
1781,FERREIROS,PERNAMBUCO,-7.4466600000000005,-35.2373
1782,FERROS,MINAS GERAIS,-19.2343,-43.0192
1783,FERVEDOURO,MINAS GERAIS,-20.726,-42.278999999999996
1784,FIGUEIRA,PARANA,-23.8455,-50.4031
1785,FIGUEIRAO,MATO GROSSO DO SUL,-18.6782,-53.638000000000005
1786,FIGUEIROPOLIS,TOCANTINS,-12.1312,-49.1748
1787,FIGUEIROPOLIS D'OESTE,MATO GROSSO,-15.4439,-58.7391
1788,FILADELFIA,TOCANTINS,-7.3350100000000005,-47.4954
1789,FILADELFIA,BAHIA,-10.7405,-40.1437
1790,FIRMINO ALVES,BAHIA,-14.9823,-39.9269
1791,FIRMINOPOLIS,GOIAS,-16.5778,-50.303999999999995
1792,FLEXEIRAS,ALAGOAS,-9.27281,-35.7139
1793,FLOR DA SERRA DO SUL,PARANA,-26.2523,-53.3092
1794,FLOR DO SERTAO,SANTA CATARINA,-26.7811,-53.3505
1795,FLORA RICA,SAO PAULO,-21.6727,-51.3821
1796,FLORAI,PARANA,-23.3178,-52.3029
1797,FLORANIA,RIO GRANDE DO NORTE,-6.1226400000000005,-36.8226
1798,FLOREAL,SAO PAULO,-20.6752,-50.1513
1799,FLORES,PERNAMBUCO,-7.85842,-37.9715
1800,FLORES DA CUNHA,RIO GRANDE DO SUL,-29.0261,-51.1875
1801,FLORES DE GOIAS,GOIAS,-14.4451,-47.0417
1802,FLORES DO PIAUI,PIAUI,-7.78793,-42.918
1803,FLORESTA,PARANA,-23.6031,-52.0807
1804,FLORESTA,PERNAMBUCO,-8.603069999999999,-38.5687
1805,FLORESTA AZUL,BAHIA,-14.8629,-39.6579
1806,FLORESTA DO ARAGUAIA,PARA,-7.55335,-49.7125
1807,FLORESTA DO PIAUI,PIAUI,-7.466819999999999,-41.7883
1808,FLORESTAL,MINAS GERAIS,-19.887999999999998,-44.4318
1809,FLORESTOPOLIS,PARANA,-22.8623,-51.3882
1810,FLORIANO,PIAUI,-6.77182,-43.0241
1811,FLORIANO PEIXOTO,RIO GRANDE DO SUL,-27.8614,-52.0838
1812,FLORIANOPOLIS,SANTA CATARINA,-27.5945,-48.5477
1813,FLORIDA,PARANA,-23.0847,-51.9546
1814,FLORIDA PAULISTA,SAO PAULO,-21.6127,-51.1724
1815,FLORINIA,SAO PAULO,-22.868000000000002,-50.6814
1816,FONTE BOA,AMAZONAS,-2.52342,-66.0942
1817,FONTOURA XAVIER,RIO GRANDE DO SUL,-28.9817,-52.3445
1818,FORMIGA,MINAS GERAIS,-20.4618,-45.4268
1819,FORMIGUEIRO,RIO GRANDE DO SUL,-30.0035,-53.4959
1820,FORMOSA,GOIAS,-15.54,-47.336999999999996
1821,FORMOSA DA SERRA NEGRA,MARANHAO,-6.440169999999999,-46.1916
1822,FORMOSA DO OESTE,PARANA,-24.2951,-53.3114
1823,FORMOSA DO RIO PRETO,BAHIA,-11.0328,-45.193000000000005
1824,FORMOSA DO SUL,SANTA CATARINA,-26.6453,-52.7946
1825,FORMOSO,GOIAS,-13.6499,-48.8775
1826,FORMOSO,MINAS GERAIS,-14.9446,-46.2371
1827,FORMOSO DO ARAGUAIA,TOCANTINS,-11.7976,-49.5316
1828,FORQUETINHA,RIO GRANDE DO SUL,-29.3828,-52.0981
1829,FORQUILHA,CEARA,-3.79945,-40.2634
1830,FORQUILHINHA,SANTA CATARINA,-28.7454,-49.4785
1831,FORTALEZA,CEARA,-3.71664,-38.5423
1832,FORTALEZA DE MINAS,MINAS GERAIS,-20.8508,-46.711999999999996
1833,FORTALEZA DO TABOCAO,TOCANTINS,-9.05611,-48.5206
1834,FORTALEZA DOS NOGUEIRAS,MARANHAO,-6.95983,-46.1749
1835,FORTALEZA DOS VALOS,RIO GRANDE DO SUL,-28.7986,-53.2249
1836,FORTIM,CEARA,-4.4512599999999996,-37.7981
1837,FORTUNA,MARANHAO,-5.72792,-44.1565
1838,FORTUNA DE MINAS,MINAS GERAIS,-19.5578,-44.4472
1839,FOZ DO IGUACU,PARANA,-25.5427,-54.5827
1840,FOZ DO JORDAO,PARANA,-25.7371,-52.1188
1841,FRAIBURGO,SANTA CATARINA,-27.0233,-50.92
1842,FRANCA,SAO PAULO,-20.5352,-47.4039
1843,FRANCINOPOLIS,PIAUI,-6.39334,-42.2591
1844,FRANCISCO ALVES,PARANA,-24.0667,-53.8461
1845,FRANCISCO AYRES,PIAUI,-6.626060000000001,-42.6881
1846,FRANCISCO BADARO,MINAS GERAIS,-16.9883,-42.3568
1847,FRANCISCO BELTRAO,PARANA,-26.0817,-53.0535
1848,FRANCISCO DANTAS,RIO GRANDE DO NORTE,-6.0723400000000005,-38.1212
1849,FRANCISCO DUMONT,MINAS GERAIS,-17.3107,-44.2317
1850,FRANCISCO MACEDO,PIAUI,-7.331,-40.788000000000004
1851,FRANCISCO MORATO,SAO PAULO,-23.2792,-46.7448
1852,FRANCISCO SA,MINAS GERAIS,-16.4827,-43.4896
1853,FRANCISCO SANTOS,PIAUI,-6.994910000000001,-41.1288
1854,FRANCISCOPOLIS,MINAS GERAIS,-17.9578,-42.0094
1855,FRANCO DA ROCHA,SAO PAULO,-23.3229,-46.729
1856,FRECHEIRINHA,CEARA,-3.7555699999999996,-40.818000000000005
1857,FREDERICO WESTPHALEN,RIO GRANDE DO SUL,-27.3586,-53.3958
