,Admin2,Province_State,Lat,Long_
4505,SANTANA DO ARAGUAIA,PARA,-9.3281,-50.35
4506,SANTANA DO CARIRI,CEARA,-7.176130000000001,-39.7302
4507,SANTANA DO DESERTO,MINAS GERAIS,-21.9512,-43.1583
4508,SANTANA DO GARAMBEU,MINAS GERAIS,-21.5983,-44.105
4509,SANTANA DO IPANEMA,ALAGOAS,-9.36999,-37.248000000000005
4510,SANTANA DO ITARARE,PARANA,-23.7587,-49.6293
4511,SANTANA DO JACARE,MINAS GERAIS,-20.9007,-45.1285
4512,SANTANA DO MANHUACU,MINAS GERAIS,-20.1031,-41.9278
4513,SANTANA DO MARANHAO,MARANHAO,-3.109,-42.4064
4514,SANTANA DO MATOS,RIO GRANDE DO NORTE,-5.94605,-36.6578
4515,SANTANA DO MUNDAU,ALAGOAS,-9.17141,-36.2176
4516,SANTANA DO PARAISO,MINAS GERAIS,-19.3661,-42.5446
4517,SANTANA DO PIAUI,PIAUI,-6.946960000000001,-41.5178
4518,SANTANA DO RIACHO,MINAS GERAIS,-19.1662,-43.722
4519,SANTANA DO SAO FRANCISCO,SERGIPE,-10.2922,-36.6105
4520,SANTANA DO SERIDO,RIO GRANDE DO NORTE,-6.766430000000001,-36.7312
4521,SANTANA DOS GARROTES,PARAIBA,-7.38162,-37.9819
4522,SANTANA DOS MONTES,MINAS GERAIS,-20.7868,-43.6949
4523,SANTANOPOLIS,BAHIA,-12.0311,-38.8694
4524,SANTAREM,PARA,-2.4384900000000003,-54.6996
4525,SANTAREM NOVO,PARA,-0.9309700000000001,-47.3855
4526,SANTIAGO,RIO GRANDE DO SUL,-29.1897,-54.8666
4527,SANTIAGO DO SUL,SANTA CATARINA,-26.6388,-52.6799
4528,SANTO AFONSO,MATO GROSSO,-14.4945,-57.0091
4529,SANTO AMARO,BAHIA,-12.5472,-38.7137
4530,SANTO AMARO DA IMPERATRIZ,SANTA CATARINA,-27.6852,-48.7813
4531,SANTO AMARO DAS BROTAS,SERGIPE,-10.7892,-37.0564
4532,SANTO AMARO DO MARANHAO,MARANHAO,-2.50068,-43.238
4533,SANTO ANASTACIO,SAO PAULO,-21.9747,-51.6527
4534,SANTO ANDRE,SAO PAULO,-23.6737,-46.5432
4535,SANTO ANDRE,PARAIBA,-7.220160000000001,-36.6213
4536,SANTO ANGELO,RIO GRANDE DO SUL,-28.3001,-54.2668
4537,SANTO ANTONIO,RIO GRANDE DO NORTE,-6.31195,-35.4739
4538,SANTO ANTONIO DA ALEGRIA,SAO PAULO,-21.0864,-47.1464
4539,SANTO ANTONIO DA BARRA,GOIAS,-17.5585,-50.6345
4540,SANTO ANTONIO DA PATRULHA,RIO GRANDE DO SUL,-29.8268,-50.5175
4541,SANTO ANTONIO DA PLATINA,PARANA,-23.2959,-50.0815
4542,SANTO ANTONIO DAS MISSOES,RIO GRANDE DO SUL,-28.514,-55.2251
4543,SANTO ANTONIO DE GOIAS,GOIAS,-16.4815,-49.3096
4544,SANTO ANTONIO DE JESUS,BAHIA,-12.9614,-39.2584
4545,SANTO ANTONIO DE LISBOA,PIAUI,-6.98676,-41.2252
4546,SANTO ANTONIO DE PADUA,RIO DE JANEIRO,-21.541,-42.1832
4547,SANTO ANTONIO DE POSSE,SAO PAULO,-22.6029,-46.9192
4548,SANTO ANTONIO DO AMPARO,MINAS GERAIS,-20.943,-44.9176
4549,SANTO ANTONIO DO ARACANGUA,SAO PAULO,-20.9331,-50.498000000000005
4550,SANTO ANTONIO DO AVENTUREIRO,MINAS GERAIS,-21.7606,-42.8115
4551,SANTO ANTONIO DO CAIUA,PARANA,-22.7351,-52.343999999999994
4552,SANTO ANTONIO DO DESCOBERTO,GOIAS,-15.9412,-48.2578
4553,SANTO ANTONIO DO GRAMA,MINAS GERAIS,-20.3185,-42.6047
4554,SANTO ANTONIO DO ICA,AMAZONAS,-3.09544,-67.9463
4555,SANTO ANTONIO DO ITAMBE,MINAS GERAIS,-18.4609,-43.3006
4556,SANTO ANTONIO DO JACINTO,MINAS GERAIS,-16.5332,-40.1817
4557,SANTO ANTONIO DO JARDIM,SAO PAULO,-22.1121,-46.6845
4558,SANTO ANTONIO DO LESTE,MATO GROSSO,-14.805,-53.6075
4559,SANTO ANTONIO DO LEVERGER,MATO GROSSO,-15.8632,-56.0788
4560,SANTO ANTONIO DO MONTE,MINAS GERAIS,-20.085,-45.2947
4561,SANTO ANTONIO DO PALMA,RIO GRANDE DO SUL,-28.4956,-52.0267
4562,SANTO ANTONIO DO PARAISO,PARANA,-23.4969,-50.6455
4563,SANTO ANTONIO DO PINHAL,SAO PAULO,-22.826999999999998,-45.663000000000004
4564,SANTO ANTONIO DO PLANALTO,RIO GRANDE DO SUL,-28.403000000000002,-52.6992
4565,SANTO ANTONIO DO RETIRO,MINAS GERAIS,-15.3393,-42.6171
4566,SANTO ANTONIO DO RIO ABAIXO,MINAS GERAIS,-19.2374,-43.2604
4567,SANTO ANTONIO DO SUDOESTE,PARANA,-26.0737,-53.7251
4568,SANTO ANTONIO DO TAUA,PARA,-1.1522,-48.1314
4569,SANTO ANTONIO DOS LOPES,MARANHAO,-4.86613,-44.3653
4570,SANTO ANTONIO DOS MILAGRES,PIAUI,-6.046469999999999,-42.7123
4571,SANTO AUGUSTO,RIO GRANDE DO SUL,-27.8526,-53.7776
4572,SANTO CRISTO,RIO GRANDE DO SUL,-27.8263,-54.662
4573,SANTO ESTEVAO,BAHIA,-12.427999999999999,-39.2505
4574,SANTO EXPEDITO,SAO PAULO,-21.8467,-51.3929
4575,SANTO EXPEDITO DO SUL,RIO GRANDE DO SUL,-27.9074,-51.6434
4576,SANTO HIPOLITO,MINAS GERAIS,-18.2968,-44.2229
4577,SANTO INACIO,PARANA,-22.6957,-51.7969
4578,SANTO INACIO DO PIAUI,PIAUI,-7.420719999999999,-41.9063
4579,SANTOPOLIS DO AGUAPEI,SAO PAULO,-21.6376,-50.5044
4580,SANTOS,SAO PAULO,-23.9535,-46.335
4581,SANTOS DUMONT,MINAS GERAIS,-21.4634,-43.5499
4582,SAO BENEDITO,CEARA,-4.04713,-40.8596
4583,SAO BENEDITO DO RIO PRETO,MARANHAO,-3.33515,-43.5287
4584,SAO BENEDITO DO SUL,PERNAMBUCO,-8.8166,-35.9453
4585,SAO BENTINHO,PARAIBA,-6.885960000000001,-37.7243
4586,SAO BENTO,PARAIBA,-6.48529,-37.4488
4587,SAO BENTO,MARANHAO,-2.69781,-44.8289
4588,SAO BENTO ABADE,MINAS GERAIS,-21.5839,-45.0699
4589,SAO BENTO DO NORTE,RIO GRANDE DO NORTE,-5.09259,-35.9587
4590,SAO BENTO DO SAPUCAI,SAO PAULO,-22.6837,-45.7287
4591,SAO BENTO DO SUL,SANTA CATARINA,-26.2495,-49.3831
4592,SAO BENTO DO TOCANTINS,TOCANTINS,-6.0258,-47.9012
4593,SAO BENTO DO TRAIRI,RIO GRANDE DO NORTE,-6.33798,-36.0863
4594,SAO BENTO DO UNA,PERNAMBUCO,-8.52637,-36.4465
4595,SAO BERNARDINO,SANTA CATARINA,-26.4739,-52.9687
4596,SAO BERNARDO,MARANHAO,-3.3722300000000005,-42.4191
4597,SAO BERNARDO DO CAMPO,SAO PAULO,-23.6914,-46.5646
4598,SAO BONIFACIO,SANTA CATARINA,-27.9009,-48.9326
4599,SAO BORJA,RIO GRANDE DO SUL,-28.6578,-56.0036
4600,SAO BRAS,ALAGOAS,-10.1141,-36.8522
4601,SAO BRAS DO SUACUI,MINAS GERAIS,-20.6242,-43.9515
4602,SAO BRAZ DO PIAUI,PIAUI,-9.05797,-43.0076
4603,SAO CAETANO,PERNAMBUCO,-8.33763,-36.2869
4604,SAO CAETANO DE ODIVELAS,PARA,-0.747293,-48.0246
4605,SAO CAETANO DO SUL,SAO PAULO,-23.6229,-46.5548
4606,SAO CARLOS,SAO PAULO,-22.0174,-47.886
4607,SAO CARLOS,SANTA CATARINA,-27.0798,-53.0037
4608,SAO CARLOS DO IVAI,PARANA,-23.3158,-52.4761
4609,SAO CRISTOVAO,SERGIPE,-11.0084,-37.2044
4610,SAO CRISTOVAO DO SUL,SANTA CATARINA,-27.2666,-50.4388
4611,SAO DESIDERIO,BAHIA,-12.3572,-44.9769
4612,SAO DOMINGOS,BAHIA,-11.4649,-39.5268
4613,SAO DOMINGOS,SANTA CATARINA,-26.5548,-52.5313
4614,SAO DOMINGOS,PARAIBA,-6.80313,-37.9488
4615,SAO DOMINGOS,SERGIPE,-10.7916,-37.5685
4616,SAO DOMINGOS,GOIAS,-13.620999999999999,-46.7415
4617,SAO DOMINGOS DAS DORES,MINAS GERAIS,-19.5246,-42.0106
4618,SAO DOMINGOS DO ARAGUAIA,PARA,-5.537319999999999,-48.7366
4619,SAO DOMINGOS DO AZEITAO,MARANHAO,-6.814710000000001,-44.6509
4620,SAO DOMINGOS DO CAPIM,PARA,-1.6876799999999998,-47.7665
4621,SAO DOMINGOS DO CARIRI,PARAIBA,-7.6327300000000005,-36.4374
4622,SAO DOMINGOS DO MARANHAO,MARANHAO,-5.58095,-44.3822
4623,SAO DOMINGOS DO NORTE,ESPIRITO SANTO,-19.1452,-40.6281
4624,SAO DOMINGOS DO PRATA,MINAS GERAIS,-19.8678,-42.971000000000004
4625,SAO DOMINGOS DO SUL,RIO GRANDE DO SUL,-28.5312,-51.886
4626,SAO FELIPE,BAHIA,-12.8394,-39.0893
4627,SAO FELIPE D'OESTE,RONDONIA,-11.9023,-61.5026
4628,SAO FELIX,BAHIA,-12.6104,-38.9727
4629,SAO FELIX DE BALSAS,MARANHAO,-7.07535,-44.8092
4630,SAO FELIX DE MINAS,MINAS GERAIS,-18.5959,-41.4889
4631,SAO FELIX DO ARAGUAIA,MATO GROSSO,-11.615,-50.6706
4632,SAO FELIX DO CORIBE,BAHIA,-13.4019,-44.1837
4633,SAO FELIX DO PIAUI,PIAUI,-5.93485,-42.1172
4634,SAO FELIX DO TOCANTINS,TOCANTINS,-10.1615,-46.6618
4635,SAO FELIX DO XINGU,PARA,-6.6425399999999994,-51.9904
4636,SAO FERNANDO,RIO GRANDE DO NORTE,-6.37975,-37.1864
4637,SAO FIDELIS,RIO DE JANEIRO,-21.6551,-41.756
4638,SAO FRANCISCO,SAO PAULO,-20.3623,-50.6952
4639,SAO FRANCISCO,PARAIBA,-6.60773,-38.0968
4640,SAO FRANCISCO,SERGIPE,-10.3442,-36.8869
4641,SAO FRANCISCO,MINAS GERAIS,-15.9514,-44.8593
4642,SAO FRANCISCO DE ASSIS,RIO GRANDE DO SUL,-29.5547,-55.1253
4643,SAO FRANCISCO DE ASSIS DO PIAUI,PIAUI,-8.23599,-41.6873
4644,SAO FRANCISCO DE GOIAS,GOIAS,-15.9256,-49.2605
4645,SAO FRANCISCO DE ITABAPOANA,RIO DE JANEIRO,-21.4702,-41.1091
4646,SAO FRANCISCO DE PAULA,RIO GRANDE DO SUL,-29.4404,-50.5828
4647,SAO FRANCISCO DE PAULA,MINAS GERAIS,-20.7036,-44.9838
4648,SAO FRANCISCO DE SALES,MINAS GERAIS,-19.8611,-49.7727
4649,SAO FRANCISCO DO BREJAO,MARANHAO,-5.12584,-47.388999999999996
4650,SAO FRANCISCO DO CONDE,BAHIA,-12.6183,-38.6786
4651,SAO FRANCISCO DO GLORIA,MINAS GERAIS,-20.7923,-42.2673
4652,SAO FRANCISCO DO GUAPORE,RONDONIA,-12.052,-63.568000000000005
4653,SAO FRANCISCO DO MARANHAO,MARANHAO,-6.25159,-42.8668
4654,SAO FRANCISCO DO OESTE,RIO GRANDE DO NORTE,-5.97472,-38.1519
4655,SAO FRANCISCO DO PARA,PARA,-1.16963,-47.7917
4656,SAO FRANCISCO DO PIAUI,PIAUI,-7.2463,-42.541000000000004
4657,SAO FRANCISCO DO SUL,SANTA CATARINA,-26.2579,-48.6344
4658,SAO GABRIEL,RIO GRANDE DO SUL,-30.3337,-54.3217
4659,SAO GABRIEL,BAHIA,-11.2175,-41.8843
4660,SAO GABRIEL DA CACHOEIRA,AMAZONAS,-0.11909000000000002,-67.084
4661,SAO GABRIEL DA PALHA,ESPIRITO SANTO,-19.0182,-40.5365
4662,SAO GABRIEL DO OESTE,MATO GROSSO DO SUL,-19.3889,-54.5507
4663,SAO GERALDO,MINAS GERAIS,-20.9252,-42.8364
4664,SAO GERALDO DA PIEDADE,MINAS GERAIS,-18.8411,-42.2867
4665,SAO GERALDO DO ARAGUAIA,PARA,-6.39471,-48.5592
4666,SAO GERALDO DO BAIXIO,MINAS GERAIS,-18.9097,-41.363
4667,SAO GONCALO,RIO DE JANEIRO,-22.8268,-43.0634
4668,SAO GONCALO DO ABAETE,MINAS GERAIS,-18.3315,-45.8265
4669,SAO GONCALO DO AMARANTE,RIO GRANDE DO NORTE,-5.79068,-35.3257
4670,SAO GONCALO DO AMARANTE,CEARA,-3.60515,-38.9726
4671,SAO GONCALO DO GURGUEIA,PIAUI,-10.0319,-45.3092
4672,SAO GONCALO DO PARA,MINAS GERAIS,-19.9822,-44.8593
4673,SAO GONCALO DO PIAUI,PIAUI,-5.993930000000001,-42.7095
4674,SAO GONCALO DO RIO ABAIXO,MINAS GERAIS,-19.8221,-43.36600000000001
4675,SAO GONCALO DO RIO PRETO,MINAS GERAIS,-18.0025,-43.3854
4676,SAO GONCALO DO SAPUCAI,MINAS GERAIS,-21.8932,-45.5893
4677,SAO GONCALO DOS CAMPOS,BAHIA,-12.4331,-38.9663
4678,SAO GOTARDO,MINAS GERAIS,-19.3087,-46.0465
4679,SAO JERONIMO,RIO GRANDE DO SUL,-29.9716,-51.7251
4680,SAO JERONIMO DA SERRA,PARANA,-23.7218,-50.7475
4681,SAO JOAO,PARANA,-25.8214,-52.7252
4682,SAO JOAO,PERNAMBUCO,-8.875760000000001,-36.3653
4683,SAO JOAO BATISTA,MARANHAO,-2.95398,-44.7953
4684,SAO JOAO BATISTA,SANTA CATARINA,-27.2772,-48.8474
4685,SAO JOAO BATISTA DO GLORIA,MINAS GERAIS,-20.635,-46.508
4686,SAO JOAO D'ALIANCA,GOIAS,-14.7048,-47.5228
4687,SAO JOAO DA BALIZA,RORAIMA,0.951659,-59.9133
4688,SAO JOAO DA BARRA,RIO DE JANEIRO,-21.638,-41.0446
4689,SAO JOAO DA BOA VISTA,SAO PAULO,-21.9707,-46.7944
4690,SAO JOAO DA CANABRAVA,PIAUI,-6.81203,-41.3415
4691,SAO JOAO DA FRONTEIRA,PIAUI,-3.95497,-41.2569
4692,SAO JOAO DA LAGOA,MINAS GERAIS,-16.8455,-44.3507
4693,SAO JOAO DA MATA,MINAS GERAIS,-21.928,-45.9297
4694,SAO JOAO DA PARAUNA,GOIAS,-16.8126,-50.4092
4695,SAO JOAO DA PONTA,PARA,-0.857885,-47.918
4696,SAO JOAO DA PONTE,MINAS GERAIS,-15.9271,-44.0096
4697,SAO JOAO DA SERRA,PIAUI,-5.51081,-41.8923
4698,SAO JOAO DA URTIGA,RIO GRANDE DO SUL,-27.8195,-51.8257
4699,SAO JOAO DA VARJOTA,PIAUI,-6.9408199999999995,-41.8889
4700,SAO JOAO DAS DUAS PONTES,SAO PAULO,-20.3879,-50.3792
4701,SAO JOAO DAS MISSOES,MINAS GERAIS,-14.8859,-44.0922
4702,SAO JOAO DE IRACEMA,SAO PAULO,-20.5111,-50.3561
4703,SAO JOAO DE MERITI,RIO DE JANEIRO,-22.8058,-43.3729
4704,SAO JOAO DE PIRABAS,PARA,-0.780222,-47.181000000000004
4705,SAO JOAO DEL REI,MINAS GERAIS,-21.1311,-44.2526
4706,SAO JOAO DO ARAGUAIA,PARA,-5.36334,-48.7926
4707,SAO JOAO DO ARRAIAL,PIAUI,-3.8186,-42.4459
4708,SAO JOAO DO CAIUA,PARANA,-22.8535,-52.3411
4709,SAO JOAO DO CARIRI,PARAIBA,-7.38168,-36.5345
4710,SAO JOAO DO CARU,MARANHAO,-3.5503,-46.2507
4711,SAO JOAO DO ITAPERIU,SANTA CATARINA,-26.6213,-48.7683
4712,SAO JOAO DO IVAI,PARANA,-23.9833,-51.8215
4713,SAO JOAO DO JAGUARIBE,CEARA,-5.27516,-38.2694
4714,SAO JOAO DO MANHUACU,MINAS GERAIS,-20.3933,-42.1533
4715,SAO JOAO DO MANTENINHA,MINAS GERAIS,-18.723,-41.1628
4716,SAO JOAO DO OESTE,SANTA CATARINA,-27.0984,-53.5977
4717,SAO JOAO DO ORIENTE,MINAS GERAIS,-19.3384,-42.1575
4718,SAO JOAO DO PACUI,MINAS GERAIS,-16.5373,-44.5134
4719,SAO JOAO DO PARAISO,MINAS GERAIS,-15.3168,-42.0213
4720,SAO JOAO DO PARAISO,MARANHAO,-6.45634,-47.0594
4721,SAO JOAO DO PAU D'ALHO,SAO PAULO,-21.2662,-51.6672
4722,SAO JOAO DO PIAUI,PIAUI,-8.35466,-42.2559
4723,SAO JOAO DO POLESINE,RIO GRANDE DO SUL,-29.6194,-53.4439
4724,SAO JOAO DO RIO DO PEIXE,PARAIBA,-6.72195,-38.4468
4725,SAO JOAO DO SABUGI,RIO GRANDE DO NORTE,-6.71387,-37.2027
4726,SAO JOAO DO SOTER,MARANHAO,-5.10821,-43.8163
4727,SAO JOAO DO SUL,SANTA CATARINA,-29.2154,-49.8094
4728,SAO JOAO DO TIGRE,PARAIBA,-8.07703,-36.8547
4729,SAO JOAO DO TRIUNFO,PARANA,-25.683000000000003,-50.2949
4730,SAO JOAO DOS PATOS,MARANHAO,-6.4934,-43.7036
4731,SAO JOAO EVANGELISTA,MINAS GERAIS,-18.548,-42.7655
4732,SAO JOAO NEPOMUCENO,MINAS GERAIS,-21.5381,-43.0069
4733,SAO JOAQUIM,SANTA CATARINA,-28.2887,-49.9457
4734,SAO JOAQUIM DA BARRA,SAO PAULO,-20.5812,-47.8593
4735,SAO JOAQUIM DE BICAS,MINAS GERAIS,-20.048,-44.2749
4736,SAO JOAQUIM DO MONTE,PERNAMBUCO,-8.43196,-35.8035
4737,SAO JORGE,RIO GRANDE DO SUL,-28.4984,-51.7064
4738,SAO JORGE D'OESTE,PARANA,-25.7085,-52.9204
4739,SAO JORGE DO IVAI,PARANA,-23.4336,-52.2929
4740,SAO JORGE DO PATROCINIO,PARANA,-23.7647,-53.8823
4741,SAO JOSE,SANTA CATARINA,-27.6136,-48.6366
4742,SAO JOSE DA BARRA,MINAS GERAIS,-20.7178,-46.313
4743,SAO JOSE DA BELA VISTA,SAO PAULO,-20.5935,-47.6424
4744,SAO JOSE DA BOA VISTA,PARANA,-23.9122,-49.6577
4745,SAO JOSE DA COROA GRANDE,PERNAMBUCO,-8.88937,-35.1515
4746,SAO JOSE DA LAGOA TAPADA,PARAIBA,-6.93646,-38.1622
4747,SAO JOSE DA LAJE,ALAGOAS,-9.012780000000001,-36.0515
4748,SAO JOSE DA LAPA,MINAS GERAIS,-19.6971,-43.9586
4749,SAO JOSE DA SAFIRA,MINAS GERAIS,-18.3243,-42.1431
4750,SAO JOSE DA TAPERA,ALAGOAS,-9.55768,-37.3831
4751,SAO JOSE DA VARGINHA,MINAS GERAIS,-19.7006,-44.556000000000004
4752,SAO JOSE DA VITORIA,BAHIA,-15.0787,-39.3437
4753,SAO JOSE DAS MISSOES,RIO GRANDE DO SUL,-27.7789,-53.1226
4754,SAO JOSE DAS PALMEIRAS,PARANA,-24.8369,-54.0572
4755,SAO JOSE DE CAIANA,PARAIBA,-7.246360000000001,-38.2989
4756,SAO JOSE DE ESPINHARAS,PARAIBA,-6.839739999999999,-37.3214
4757,SAO JOSE DE MIPIBU,RIO GRANDE DO NORTE,-6.0773,-35.2417
4758,SAO JOSE DE PIRANHAS,PARAIBA,-7.1187,-38.501999999999995
4759,SAO JOSE DE PRINCESA,PARAIBA,-7.736330000000001,-38.0894
4760,SAO JOSE DE RIBAMAR,MARANHAO,-2.54704,-44.0597
4761,SAO JOSE DE UBA,RIO DE JANEIRO,-21.3661,-41.9511
4762,SAO JOSE DO ALEGRE,MINAS GERAIS,-22.3243,-45.5258
4763,SAO JOSE DO BARREIRO,SAO PAULO,-22.6414,-44.5774
4764,SAO JOSE DO BELMONTE,PERNAMBUCO,-7.85723,-38.7577
4765,SAO JOSE DO BONFIM,PARAIBA,-7.1607,-37.3036
4766,SAO JOSE DO BREJO DO CRUZ,PARAIBA,-6.21054,-37.3601
4767,SAO JOSE DO CALCADO,ESPIRITO SANTO,-21.0274,-41.6636
4768,SAO JOSE DO CAMPESTRE,RIO GRANDE DO NORTE,-6.3108699999999995,-35.7067
4769,SAO JOSE DO CEDRO,SANTA CATARINA,-26.4561,-53.4955
4770,SAO JOSE DO CERRITO,SANTA CATARINA,-27.6602,-50.5733
4771,SAO JOSE DO DIVINO,PIAUI,-3.81411,-41.8308
4772,SAO JOSE DO DIVINO,MINAS GERAIS,-18.4793,-41.3907
4773,SAO JOSE DO EGITO,PERNAMBUCO,-7.46945,-37.274
4774,SAO JOSE DO GOIABAL,MINAS GERAIS,-19.9214,-42.7035
4775,SAO JOSE DO HERVAL,RIO GRANDE DO SUL,-29.052,-52.295
4776,SAO JOSE DO HORTENCIO,RIO GRANDE DO SUL,-29.528000000000002,-51.245
4777,SAO JOSE DO INHACORA,RIO GRANDE DO SUL,-27.7251,-54.1275
4778,SAO JOSE DO JACUIPE,BAHIA,-11.4137,-39.8669
4779,SAO JOSE DO JACURI,MINAS GERAIS,-18.281,-42.6729
4780,SAO JOSE DO MANTIMENTO,MINAS GERAIS,-20.0058,-41.7486
4781,SAO JOSE DO NORTE,RIO GRANDE DO SUL,-32.0151,-52.0331
4782,SAO JOSE DO OURO,RIO GRANDE DO SUL,-27.7707,-51.5966
4783,SAO JOSE DO PEIXE,PIAUI,-7.485539999999999,-42.5672
4784,SAO JOSE DO PIAUI,PIAUI,-6.8719399999999995,-41.4731
4785,SAO JOSE DO POVO,MATO GROSSO,-16.4549,-54.2487
4786,SAO JOSE DO RIO CLARO,MATO GROSSO,-13.4398,-56.7218
4787,SAO JOSE DO RIO PARDO,SAO PAULO,-21.5953,-46.8873
4788,SAO JOSE DO RIO PRETO,SAO PAULO,-20.8113,-49.3758
4789,SAO JOSE DO SABUGI,PARAIBA,-6.76295,-36.7972
4790,SAO JOSE DO SERIDO,RIO GRANDE DO NORTE,-6.44002,-36.8746
4791,SAO JOSE DO SUL,RIO GRANDE DO SUL,-29.5448,-51.4821
4792,SAO JOSE DO VALE DO RIO PRETO,RIO DE JANEIRO,-22.1525,-42.9327
4793,SAO JOSE DO XINGU,MATO GROSSO,-10.7982,-52.7486
4794,SAO JOSE DOS AUSENTES,RIO GRANDE DO SUL,-28.7476,-50.0677
4795,SAO JOSE DOS BASILIOS,MARANHAO,-5.054930000000001,-44.5809
4796,SAO JOSE DOS CAMPOS,SAO PAULO,-23.1896,-45.8841
4797,SAO JOSE DOS CORDEIROS,PARAIBA,-7.38775,-36.8085
4798,SAO JOSE DOS PINHAIS,PARANA,-25.5313,-49.2031
4799,SAO JOSE DOS QUATRO MARCOS,MATO GROSSO,-15.6276,-58.1772
4800,SAO JOSE DOS RAMOS,PARAIBA,-7.2523800000000005,-35.3725
4801,SAO JULIAO,PIAUI,-7.08391,-40.8246
4802,SAO LEOPOLDO,RIO GRANDE DO SUL,-29.7545,-51.1498
4803,SAO LOURENCO,MINAS GERAIS,-22.1166,-45.0506
4804,SAO LOURENCO DA MATA,PERNAMBUCO,-8.006839999999999,-35.0124
4805,SAO LOURENCO DA SERRA,SAO PAULO,-23.8491,-46.9432
4806,SAO LOURENCO DO OESTE,SANTA CATARINA,-26.3557,-52.8498
4807,SAO LOURENCO DO PIAUI,PIAUI,-9.16463,-42.5496
4808,SAO LOURENCO DO SUL,RIO GRANDE DO SUL,-31.3564,-51.9715
4809,SAO LUDGERO,SANTA CATARINA,-28.3144,-49.1806
4810,SAO LUIS,MARANHAO,-2.53874,-44.2825
4811,SAO LUIS DE MONTES BELOS,GOIAS,-16.5211,-50.3726
4812,SAO LUIS DO CURU,CEARA,-3.6697599999999997,-39.2391
4813,SAO LUIS DO PIAUI,PIAUI,-6.8193600000000005,-41.3175
4814,SAO LUIS DO QUITUNDE,ALAGOAS,-9.31816,-35.5606
4815,SAO LUIS GONZAGA DO MARANHAO,MARANHAO,-4.38541,-44.6654
4816,SAO LUIZ,RORAIMA,1.01019,-60.0419
4817,SAO LUIZ DO NORTE,GOIAS,-14.8608,-49.3285
4818,SAO LUIZ DO PARAITINGA,SAO PAULO,-23.221999999999998,-45.3109
4819,SAO LUIZ GONZAGA,RIO GRANDE DO SUL,-28.412,-54.9559
4820,SAO MAMEDE,PARAIBA,-6.92386,-37.0954
4821,SAO MANOEL DO PARANA,PARANA,-23.3941,-52.6454
4822,SAO MANUEL,SAO PAULO,-22.7321,-48.5723
4823,SAO MARCOS,RIO GRANDE DO SUL,-28.9677,-51.0696
4824,SAO MARTINHO,SANTA CATARINA,-28.1609,-48.9867
4825,SAO MARTINHO,RIO GRANDE DO SUL,-27.7112,-53.9699
4826,SAO MARTINHO DA SERRA,RIO GRANDE DO SUL,-29.5397,-53.858999999999995
4827,SAO MATEUS,ESPIRITO SANTO,-18.7214,-39.8579
4828,SAO MATEUS DO MARANHAO,MARANHAO,-4.03736,-44.4707
4829,SAO MATEUS DO SUL,PARANA,-25.8677,-50.38399999999999
4830,SAO MIGUEL,RIO GRANDE DO NORTE,-6.2028300000000005,-38.4947
4831,SAO MIGUEL ARCANJO,SAO PAULO,-23.8782,-47.9935
4832,SAO MIGUEL DA BAIXA GRANDE,PIAUI,-5.85646,-42.1934
4833,SAO MIGUEL DA BOA VISTA,SANTA CATARINA,-26.686999999999998,-53.2511
4834,SAO MIGUEL DAS MATAS,BAHIA,-13.0434,-39.4578
4835,SAO MIGUEL DAS MISSOES,RIO GRANDE DO SUL,-28.555999999999997,-54.5559
4836,SAO MIGUEL DE TAIPU,PARAIBA,-7.24764,-35.2016
4837,SAO MIGUEL DO ALEIXO,SERGIPE,-10.3847,-37.3836
4838,SAO MIGUEL DO ANTA,MINAS GERAIS,-20.7067,-42.7174
4839,SAO MIGUEL DO ARAGUAIA,GOIAS,-13.2731,-50.1634
4840,SAO MIGUEL DO FIDALGO,PIAUI,-7.59713,-42.3676
4841,SAO MIGUEL DO GOSTOSO,RIO GRANDE DO NORTE,-5.1230199999999995,-35.6354
4842,SAO MIGUEL DO GUAMA,PARA,-1.61307,-47.4784
4843,SAO MIGUEL DO GUAPORE,RONDONIA,-11.6953,-62.7192
4844,SAO MIGUEL DO IGUACU,PARANA,-25.3492,-54.2405
4845,SAO MIGUEL DO OESTE,SANTA CATARINA,-26.7242,-53.5163
4846,SAO MIGUEL DO PASSA QUATRO,GOIAS,-17.0582,-48.662
4847,SAO MIGUEL DO TAPUIO,PIAUI,-5.4972900000000005,-41.3165
4848,SAO MIGUEL DO TOCANTINS,TOCANTINS,-5.56305,-47.5743
4849,SAO MIGUEL DOS CAMPOS,ALAGOAS,-9.78301,-36.0971
4850,SAO MIGUEL DOS MILAGRES,ALAGOAS,-9.26493,-35.3763
4851,SAO NICOLAU,RIO GRANDE DO SUL,-28.1834,-55.2654
4852,SAO PATRICIO,GOIAS,-15.35,-49.818000000000005
4853,SAO PAULO,SAO PAULO,-23.5329,-46.6395
4854,SAO PAULO DAS MISSOES,RIO GRANDE DO SUL,-28.0195,-54.9404
4855,SAO PAULO DE OLIVENCA,AMAZONAS,-3.47292,-68.9646
4856,SAO PAULO DO POTENGI,RIO GRANDE DO NORTE,-5.8994,-35.7642
4857,SAO PEDRO,RIO GRANDE DO NORTE,-5.90559,-35.6317
4858,SAO PEDRO,SAO PAULO,-22.5483,-47.9096
4859,SAO PEDRO DA AGUA BRANCA,MARANHAO,-5.08472,-48.4291
